user_id,age,gender,location,city_tier,occupation,device_type,income_level,marital_status,has_kids,language,total_clicks_30d,total_likes_30d,total_shares_30d,avg_dwell_time,bounce_rate,cart_add_30d,search_count_30d,weekend_ratio,night_owl_score,morning_bird_score,app_open_daily,notif_click_rate,last_active_days,avg_session_depth,churn_prob,avg_ticket_size,max_item_spend,total_ltv,discount_affinity,premium_affinity,return_rate,cod_user,wallet_user,loyalty_points,membership_level,aff_electronics,aff_fashion,aff_fitness,aff_home,aff_beauty,aff_groceries,aff_books,aff_gaming,aff_lifestyle,aff_travel,profile_bio,top_searched_brand,buying_intent_score,last_search_query
USR_2185,63,Non-Binary,Pune,Tier 3,Student,iOS,Low,Married,0,English,281,14,9,211.86,0.74,8,31,0.77,0.78,0.13,2,0.19,5,7,0.92,14322,21015,457411,0.53,0.71,0.23,1,0,2402,Silver,0.32,0.32,0.04,0.98,0.46,0.6,0.12,0.24,0.44,0.98,"Student from Pune, loves Fashion. Frequent iOS user.",Zara,0.85,Best Fitness products
USR_2186,55,Non-Binary,Kolkata,Tier 1,Software Engineer,MacOS,Medium,Married,0,Hindi,322,64,2,224.46,0.79,30,8,0.41,0.55,0.41,7,0.37,0,16,0.07,15561,18260,401940,0.12,0.55,0.26,0,0,4259,Free,0.67,0.39,0.77,0.95,0.87,0.92,0.12,0.94,0.85,0.4,"Software Engineer from Kolkata, loves Fitness. Frequent MacOS user.",LG,0.65,Best Fitness products
USR_2187,21,Female,Delhi,Tier 1,Software Engineer,Android,High,Married,1,English,358,45,11,81.0,0.19,27,90,0.82,0.35,0.06,7,0.48,2,3,1.0,13906,32132,183305,0.28,0.97,0.02,1,0,1510,Platinum,0.63,0.18,0.63,0.02,0.03,0.84,0.39,0.03,0.3,0.19,"Software Engineer from Delhi, loves Gaming. Frequent Android user.",Samsung,0.5,Best Gaming products
USR_2188,56,Non-Binary,Chennai,Tier 2,Software Engineer,MacOS,Low,Married,0,English,389,43,0,288.29,0.71,16,77,0.3,0.0,0.58,12,0.38,14,19,0.89,1404,40613,4671,0.14,0.91,0.19,1,0,4825,Silver,0.21,0.35,0.93,0.46,0.03,0.27,0.15,0.85,0.53,0.51,"Software Engineer from Chennai, loves Home Decor. Frequent MacOS user.",Apple,0.62,Best Home Decor products
USR_2189,30,Male,Bangalore,Tier 3,Software Engineer,iOS,High,Single,0,English,31,94,18,181.95,0.37,3,77,0.79,0.43,0.51,12,0.31,14,19,0.14,20599,24172,285158,0.43,0.01,0.24,1,0,3307,Gold,0.57,0.7,0.38,0.06,1.0,0.5,0.51,0.91,0.31,0.14,"Software Engineer from Bangalore, loves Gaming. Frequent iOS user.",Nike,0.83,Best Fashion products
USR_2190,50,Non-Binary,Pune,Tier 2,Doctor,Windows,High,Single,0,Hindi,149,39,11,183.61,0.14,19,61,0.51,0.72,0.27,13,0.25,18,17,0.06,18260,31133,19562,0.78,0.62,0.14,0,0,2356,Platinum,0.91,0.24,0.98,0.64,0.48,0.62,0.84,0.93,0.71,0.9,"Doctor from Pune, loves Gaming. Frequent Windows user.",Zara,0.08,Best Gaming products
USR_2191,24,Female,Mumbai,Tier 2,Student,iOS,Medium,Married,0,English,331,57,13,203.77,0.33,8,9,0.21,0.88,0.09,11,0.13,17,19,0.51,16140,40009,400465,0.49,0.66,0.19,0,1,3011,Platinum,0.16,0.36,0.28,0.12,0.73,0.63,0.85,0.08,0.52,0.73,"Student from Mumbai, loves Fashion. Frequent iOS user.",Zara,0.17,Best Fashion products
USR_2192,48,Male,Hyderabad,Tier 3,Artist,MacOS,Low,Married,0,Hindi,378,14,2,155.58,0.55,15,48,0.12,0.48,0.33,8,0.29,2,7,0.99,8170,37921,384351,0.4,0.25,0.18,0,0,1739,Silver,0.53,0.4,0.79,0.38,0.6,0.06,0.08,0.65,0.51,0.19,"Artist from Hyderabad, loves Home Decor. Frequent MacOS user.",Apple,0.86,Best Books products
USR_2193,64,Female,Delhi,Tier 2,Software Engineer,Windows,High,Married,0,Hindi,431,62,4,68.33,0.34,7,81,0.48,0.83,0.24,8,0.2,2,14,0.58,16527,29396,98052,0.52,0.37,0.12,1,0,2520,Free,0.63,0.56,0.44,0.95,0.36,0.38,0.1,0.55,0.45,0.97,"Software Engineer from Delhi, loves Home Decor. Frequent Windows user.",Zara,0.78,Best Tech products
USR_2194,34,Female,Pune,Tier 2,Teacher,Windows,Ultra-High,Single,0,Hindi,105,42,5,43.7,0.11,5,6,0.65,0.77,0.81,15,0.29,6,18,0.83,349,28984,365392,0.82,0.52,0.01,1,0,1702,Platinum,0.01,0.48,0.74,0.27,0.68,0.64,0.73,0.17,1.0,0.58,"Teacher from Pune, loves Gaming. Frequent Windows user.",LG,0.28,Best Fashion products
USR_2195,40,Male,Bangalore,Tier 3,Teacher,Windows,High,Married,1,Hindi,201,30,5,290.61,0.78,8,80,0.21,0.39,0.73,9,0.14,20,8,1.0,19214,49208,412929,0.71,0.63,0.03,0,1,3474,Gold,0.95,0.01,0.65,0.7,0.41,0.41,0.93,0.06,0.2,0.98,"Teacher from Bangalore, loves Books. Frequent Windows user.",Apple,0.09,Best Beauty products
USR_2196,26,Female,Chennai,Tier 3,Artist,iOS,Medium,Single,0,Regional,54,37,4,123.19,0.29,8,32,0.48,0.07,0.25,7,0.26,6,19,0.84,19659,39156,187710,0.43,0.38,0.09,0,1,798,Platinum,0.81,0.63,0.2,0.06,0.37,0.57,0.91,0.05,0.08,0.94,"Artist from Chennai, loves Fashion. Frequent iOS user.",LG,0.89,Best Beauty products
USR_2197,62,Non-Binary,Bangalore,Tier 3,Software Engineer,iOS,Ultra-High,Single,0,Hindi,239,54,12,141.4,0.3,30,71,0.51,0.48,0.33,12,0.14,7,4,0.76,7396,13862,89582,0.15,0.04,0.18,0,0,1085,Free,0.72,0.54,0.37,0.13,0.08,0.09,0.86,0.61,0.6,0.9,"Software Engineer from Bangalore, loves Tech. Frequent iOS user.",Apple,0.0,Best Home Decor products
USR_2198,30,Female,Hyderabad,Tier 2,Entrepreneur,Android,Medium,Married,0,Regional,275,41,10,286.58,0.39,20,27,0.14,0.43,0.8,7,0.04,14,13,0.47,22214,23616,337480,0.22,0.87,0.04,0,1,2003,Free,0.43,0.69,0.31,0.9,0.77,0.67,0.88,0.83,0.64,0.64,"Entrepreneur from Hyderabad, loves Tech. Frequent Android user.",Apple,0.74,Best Home Decor products
USR_2199,24,Male,Mumbai,Tier 2,Software Engineer,MacOS,Low,Single,0,Regional,119,55,10,153.71,0.35,3,26,0.57,0.25,0.74,2,0.44,4,17,0.62,16518,47657,19770,0.33,0.81,0.11,1,1,3027,Silver,0.41,0.57,0.92,0.45,0.35,0.67,0.81,0.08,0.09,0.25,"Software Engineer from Mumbai, loves Home Decor. Frequent MacOS user.",Zara,0.25,Best Fitness products
USR_2200,57,Non-Binary,Pune,Tier 2,Entrepreneur,iOS,High,Married,1,Regional,298,28,6,124.61,0.13,5,7,0.88,0.35,0.07,13,0.46,21,9,0.55,10826,29141,46756,0.72,0.3,0.14,0,1,3635,Silver,0.21,0.7,0.57,0.01,0.69,0.94,0.32,0.85,0.56,0.92,"Entrepreneur from Pune, loves Fitness. Frequent iOS user.",Samsung,0.2,Best Gaming products
USR_2201,34,Non-Binary,Chennai,Tier 1,Doctor,Windows,Medium,Married,0,English,294,59,0,293.87,0.53,24,36,0.47,0.11,0.92,7,0.18,27,16,0.14,3895,9661,274353,0.67,0.2,0.09,0,1,4545,Silver,0.35,0.39,0.87,0.99,0.61,0.49,0.27,0.8,0.08,0.68,"Doctor from Chennai, loves Home Decor. Frequent Windows user.",Nike,0.86,Best Gaming products
USR_2202,40,Non-Binary,Pune,Tier 3,Artist,Android,High,Married,1,Regional,352,76,5,14.48,0.12,17,90,0.53,0.25,0.92,5,0.36,6,4,0.87,20465,30871,337568,0.42,0.94,0.05,1,0,4129,Platinum,0.67,0.33,0.55,0.86,0.85,0.29,0.89,0.61,0.34,0.61,"Artist from Pune, loves Home Decor. Frequent Android user.",Zara,0.28,Best Books products
USR_2203,55,Non-Binary,Pune,Tier 3,Doctor,Windows,Medium,Single,1,English,239,37,5,80.55,0.63,10,79,0.56,0.08,0.51,11,0.25,21,12,0.5,16332,41825,393321,0.23,0.15,0.23,1,0,416,Gold,0.8,0.61,0.33,0.73,0.6,0.28,0.22,0.66,0.88,0.69,"Doctor from Pune, loves Books. Frequent Windows user.",Samsung,0.67,Best Tech products
USR_2204,34,Male,Pune,Tier 3,Software Engineer,Android,Low,Single,0,English,444,98,19,102.03,0.21,28,38,0.29,0.35,0.35,1,0.31,11,15,0.06,3327,38234,63462,0.76,0.73,0.25,1,0,1543,Silver,0.67,0.82,0.84,0.65,0.49,0.83,0.79,0.34,0.42,0.67,"Software Engineer from Pune, loves Tech. Frequent Android user.",LG,0.7,Best Home Decor products
USR_2205,53,Female,Hyderabad,Tier 1,Student,MacOS,Medium,Single,0,Regional,64,57,12,6.68,0.71,8,72,0.43,0.28,0.08,4,0.33,1,6,0.56,8667,47552,467361,0.43,0.29,0.09,0,1,4548,Gold,0.66,0.88,0.8,0.29,0.89,0.34,0.4,0.45,0.57,0.31,"Student from Hyderabad, loves Fitness. Frequent MacOS user.",Samsung,0.76,Best Tech products
USR_2206,44,Male,Mumbai,Tier 1,Doctor,Android,Ultra-High,Married,1,Hindi,500,100,13,112.73,0.5,9,79,0.43,0.28,0.01,8,0.27,1,11,0.14,7283,21700,322686,0.68,0.21,0.13,0,0,246,Gold,0.22,0.38,0.45,0.63,0.47,0.67,0.4,0.14,0.58,0.44,"Doctor from Mumbai, loves Fitness. Frequent Android user.",Zara,0.79,Best Gaming products
USR_2207,38,Female,Chennai,Tier 3,Entrepreneur,iOS,High,Single,1,English,425,70,17,278.48,0.59,2,21,0.15,1.0,0.73,15,0.05,17,5,0.62,9900,29296,86180,0.15,0.83,0.22,0,0,2480,Gold,0.5,0.65,0.84,0.18,0.68,0.95,0.13,0.19,0.3,0.42,"Entrepreneur from Chennai, loves Books. Frequent iOS user.",LG,0.18,Best Home Decor products
USR_2208,61,Non-Binary,Pune,Tier 1,Entrepreneur,Android,Ultra-High,Single,1,English,357,40,7,108.29,0.52,2,39,0.78,0.4,0.87,6,0.14,9,2,0.56,4463,49606,69050,0.3,0.22,0.17,0,0,1045,Gold,0.1,0.3,0.83,0.3,0.19,0.71,0.72,0.84,0.2,0.91,"Entrepreneur from Pune, loves Books. Frequent Android user.",Nike,0.0,Best Gaming products
USR_2209,19,Male,Kolkata,Tier 3,Software Engineer,MacOS,Medium,Single,1,English,102,25,20,107.45,0.26,11,78,0.78,0.65,0.79,15,0.19,18,14,0.61,12806,20676,362456,0.41,0.66,0.3,1,0,1855,Silver,0.41,0.32,0.46,0.43,0.83,0.14,0.09,0.47,0.36,0.3,"Software Engineer from Kolkata, loves Gaming. Frequent MacOS user.",Nike,0.84,Best Fitness products
USR_2210,45,Female,Pune,Tier 2,Teacher,Android,Medium,Married,0,Hindi,276,24,17,95.45,0.64,17,60,0.83,0.16,0.24,6,0.47,11,4,0.01,24626,36063,165005,0.78,0.76,0.13,0,0,946,Gold,0.08,0.49,0.68,0.33,0.2,0.25,0.12,0.32,0.88,0.57,"Teacher from Pune, loves Gaming. Frequent Android user.",Zara,0.86,Best Books products
USR_2211,19,Non-Binary,Bangalore,Tier 1,Doctor,Windows,Medium,Single,1,English,459,75,6,59.07,0.26,0,95,0.62,0.92,0.73,10,0.41,27,4,0.46,3031,30876,73866,0.54,0.05,0.06,1,0,2898,Gold,0.44,0.57,0.14,0.46,0.14,0.35,0.31,0.17,0.17,0.42,"Doctor from Bangalore, loves Gaming. Frequent Windows user.",LG,0.39,Best Fitness products
USR_2212,48,Female,Kolkata,Tier 2,Student,MacOS,Medium,Single,0,English,415,27,7,296.49,0.71,25,34,0.29,0.66,0.19,7,0.36,15,10,0.68,3621,11183,58821,0.74,0.37,0.15,0,1,3080,Platinum,0.81,0.94,0.25,0.33,0.89,0.7,0.9,0.79,0.8,0.4,"Student from Kolkata, loves Fitness. Frequent MacOS user.",Zara,0.0,Best Fitness products
USR_2213,38,Male,Delhi,Tier 1,Doctor,MacOS,Low,Single,0,Hindi,239,37,19,38.21,0.15,3,38,0.27,0.84,0.31,13,0.39,25,5,0.75,12429,30719,300795,0.76,0.36,0.04,1,1,4934,Gold,0.81,0.31,0.14,0.06,0.93,0.69,0.74,0.6,0.79,0.32,"Doctor from Delhi, loves Fitness. Frequent MacOS user.",Nike,0.87,Best Books products
USR_2214,31,Female,Delhi,Tier 1,Doctor,iOS,High,Married,0,Hindi,40,96,12,234.74,0.21,22,26,0.89,1.0,0.97,9,0.23,24,17,0.7,18490,40948,214926,0.5,0.58,0.07,0,1,4174,Platinum,0.21,0.78,0.9,0.2,0.8,0.17,0.67,0.09,0.4,0.67,"Doctor from Delhi, loves Fashion. Frequent iOS user.",LG,0.04,Best Home Decor products
USR_2215,57,Male,Mumbai,Tier 3,Doctor,Android,High,Single,0,English,368,4,13,236.45,0.32,26,94,0.77,0.21,0.85,11,0.14,7,4,0.88,17803,41932,213720,0.84,0.2,0.27,0,0,3254,Silver,0.57,0.61,0.1,0.4,0.78,0.74,0.53,0.76,0.25,0.6,"Doctor from Mumbai, loves Gaming. Frequent Android user.",Apple,0.3,Best Books products
USR_2216,34,Female,Hyderabad,Tier 1,Entrepreneur,MacOS,Ultra-High,Married,0,Regional,342,59,3,112.17,0.39,2,99,0.72,0.52,0.54,4,0.01,28,15,0.79,10584,12926,202893,0.67,0.48,0.25,1,0,2355,Platinum,0.3,0.16,0.25,0.32,0.46,0.2,0.63,0.61,0.52,0.84,"Entrepreneur from Hyderabad, loves Beauty. Frequent MacOS user.",Zara,0.78,Best Home Decor products
USR_2217,30,Male,Kolkata,Tier 3,Doctor,Android,High,Single,1,Regional,15,83,17,39.97,0.15,23,26,0.58,0.31,0.42,2,0.35,0,15,0.52,1772,46985,160456,0.29,0.1,0.26,1,1,3771,Gold,0.89,0.57,0.74,0.24,0.59,0.94,0.73,0.05,0.65,0.85,"Doctor from Kolkata, loves Beauty. Frequent Android user.",Samsung,0.08,Best Fitness products
USR_2218,30,Non-Binary,Hyderabad,Tier 1,Artist,Android,Medium,Married,1,Regional,298,30,15,110.16,0.16,14,76,0.42,0.52,0.71,4,0.37,12,15,0.84,3649,45759,111745,0.41,0.1,0.25,1,1,2915,Platinum,0.78,0.3,0.23,0.8,0.99,0.08,0.64,0.71,0.14,0.58,"Artist from Hyderabad, loves Fashion. Frequent Android user.",Samsung,0.26,Best Fitness products
USR_2219,38,Male,Delhi,Tier 3,Entrepreneur,Android,High,Married,0,Hindi,447,24,0,21.75,0.73,8,67,0.67,0.05,0.5,5,0.22,10,16,0.56,16293,27390,84724,0.86,0.84,0.05,0,1,2682,Silver,0.72,0.42,0.33,0.18,0.0,0.23,0.95,0.43,0.16,0.87,"Entrepreneur from Delhi, loves Home Decor. Frequent Android user.",Nike,0.99,Best Books products
USR_2220,44,Male,Delhi,Tier 2,Entrepreneur,iOS,Medium,Single,0,English,200,77,7,12.26,0.23,22,28,0.15,0.85,0.35,12,0.26,20,13,0.2,8079,21105,473656,0.44,0.18,0.08,1,1,1718,Gold,0.55,0.92,0.85,0.28,0.02,0.82,0.02,0.6,0.68,0.73,"Entrepreneur from Delhi, loves Beauty. Frequent iOS user.",Apple,0.62,Best Gaming products
USR_2221,47,Female,Kolkata,Tier 1,Doctor,Windows,High,Single,0,Regional,235,36,1,74.18,0.21,5,23,0.75,0.97,0.48,8,0.22,6,13,0.21,22540,28089,157955,0.57,0.31,0.29,0,0,2248,Silver,0.84,0.25,0.12,0.99,0.91,0.51,0.82,0.79,0.32,0.42,"Doctor from Kolkata, loves Home Decor. Frequent Windows user.",Nike,0.8,Best Home Decor products
USR_2222,38,Female,Delhi,Tier 1,Teacher,iOS,Medium,Married,1,Hindi,327,77,7,83.86,0.45,26,98,0.25,0.11,0.13,11,0.07,28,10,0.3,21025,27340,46167,0.8,0.81,0.1,0,1,3437,Silver,0.58,0.89,0.63,0.84,0.38,0.4,0.61,0.55,0.95,0.01,"Teacher from Delhi, loves Tech. Frequent iOS user.",Nike,0.94,Best Beauty products
USR_2223,45,Non-Binary,Delhi,Tier 2,Teacher,iOS,High,Married,0,Regional,227,48,15,94.17,0.39,27,72,0.82,0.09,0.74,10,0.03,12,12,0.28,8699,44961,355473,0.78,0.89,0.29,0,0,498,Silver,0.68,0.04,0.23,0.28,0.21,0.28,0.77,0.42,0.76,0.04,"Teacher from Delhi, loves Fitness. Frequent iOS user.",Zara,0.98,Best Books products
USR_2224,46,Male,Hyderabad,Tier 2,Artist,iOS,Low,Single,0,Hindi,422,47,2,74.6,0.15,0,71,0.52,0.71,0.78,13,0.28,14,17,0.14,7965,8855,442054,0.31,0.84,0.14,0,0,1026,Platinum,0.57,0.37,0.33,0.86,0.52,0.2,0.11,0.99,0.21,0.47,"Artist from Hyderabad, loves Home Decor. Frequent iOS user.",LG,0.71,Best Fitness products
USR_2225,63,Non-Binary,Chennai,Tier 2,Software Engineer,Windows,Low,Married,0,English,335,16,12,195.22,0.74,15,42,0.86,0.64,0.33,2,0.13,0,18,0.94,21418,45604,320089,0.5,0.36,0.09,0,1,260,Gold,0.95,0.15,0.58,0.1,0.27,0.6,0.32,0.89,0.25,0.37,"Software Engineer from Chennai, loves Tech. Frequent Windows user.",LG,0.87,Best Books products
USR_2226,30,Male,Pune,Tier 3,Entrepreneur,iOS,High,Single,0,Regional,257,54,5,232.28,0.61,28,73,0.67,0.3,0.7,13,0.19,3,12,0.06,20811,22844,60365,0.31,0.99,0.21,0,0,29,Platinum,0.37,0.36,0.7,0.2,0.29,0.82,0.82,0.06,0.06,0.13,"Entrepreneur from Pune, loves Books. Frequent iOS user.",Apple,0.18,Best Home Decor products
USR_2227,21,Female,Chennai,Tier 3,Teacher,Android,Low,Single,1,Hindi,359,88,18,255.39,0.24,27,9,0.61,0.25,0.23,8,0.4,6,6,0.4,19491,24097,65694,0.51,0.13,0.11,1,0,1764,Silver,0.3,0.5,0.59,0.93,0.97,0.75,0.96,0.15,0.82,0.95,"Teacher from Chennai, loves Gaming. Frequent Android user.",LG,0.36,Best Books products
USR_2228,19,Male,Kolkata,Tier 2,Teacher,iOS,High,Married,1,English,89,44,7,237.84,0.78,16,34,0.76,0.18,0.87,5,0.13,5,19,0.63,18571,46912,319069,0.77,0.12,0.14,0,1,3567,Silver,0.7,0.19,0.75,0.56,0.54,0.49,0.61,0.16,0.67,0.29,"Teacher from Kolkata, loves Home Decor. Frequent iOS user.",Apple,0.82,Best Fashion products
USR_2229,31,Non-Binary,Kolkata,Tier 2,Student,iOS,High,Single,1,Hindi,427,79,15,223.6,0.49,6,70,0.71,0.83,0.11,9,0.04,4,2,0.84,9420,18560,231783,0.78,0.69,0.15,0,1,4012,Gold,0.05,0.24,0.46,0.03,0.64,0.59,0.53,0.23,0.53,0.91,"Student from Kolkata, loves Fitness. Frequent iOS user.",Nike,0.82,Best Beauty products
USR_2230,42,Male,Bangalore,Tier 2,Entrepreneur,iOS,Ultra-High,Single,0,Regional,128,22,12,70.99,0.61,3,58,0.78,0.56,0.25,4,0.34,28,18,0.97,1483,6040,296512,0.11,0.77,0.05,1,1,1488,Gold,0.2,0.28,0.86,0.82,1.0,0.25,0.4,0.94,0.72,0.32,"Entrepreneur from Bangalore, loves Fitness. Frequent iOS user.",Nike,0.63,Best Gaming products
USR_2231,30,Non-Binary,Bangalore,Tier 2,Student,Windows,High,Married,1,Hindi,71,23,3,133.32,0.59,11,65,0.42,0.49,0.48,5,0.36,26,3,0.92,11460,22366,337179,0.26,1.0,0.12,0,0,3691,Gold,0.09,0.81,0.65,0.37,0.5,0.73,0.58,0.06,0.77,0.52,"Student from Bangalore, loves Fashion. Frequent Windows user.",Nike,0.66,Best Books products
USR_2232,38,Non-Binary,Mumbai,Tier 3,Teacher,Windows,Ultra-High,Single,0,English,418,45,18,34.74,0.16,17,17,0.84,0.22,0.78,5,0.3,21,6,0.57,19492,46949,436340,0.66,0.64,0.03,1,0,1660,Platinum,0.35,0.83,0.72,0.37,0.27,0.57,0.92,0.53,0.17,0.13,"Teacher from Mumbai, loves Beauty. Frequent Windows user.",Zara,0.14,Best Fitness products
USR_2233,36,Female,Chennai,Tier 3,Entrepreneur,Windows,Ultra-High,Single,1,English,80,2,1,183.35,0.73,25,26,0.28,0.84,0.76,10,0.16,10,15,0.13,6110,15441,280920,0.69,0.35,0.02,1,1,3493,Platinum,0.86,0.65,0.88,0.05,0.09,0.44,0.58,0.58,0.83,1.0,"Entrepreneur from Chennai, loves Fitness. Frequent Windows user.",LG,0.46,Best Fitness products
USR_2234,23,Female,Kolkata,Tier 3,Doctor,Android,Low,Single,0,English,10,80,6,119.42,0.66,3,57,0.77,0.81,0.28,9,0.38,26,14,0.27,3343,20358,228104,0.2,0.27,0.23,0,1,2058,Platinum,0.54,0.73,0.58,0.08,0.26,0.58,0.32,0.53,0.35,0.84,"Doctor from Kolkata, loves Books. Frequent Android user.",Apple,0.45,Best Books products
USR_2235,35,Male,Bangalore,Tier 1,Teacher,Android,Medium,Single,1,Hindi,228,37,2,276.33,0.68,20,73,0.65,0.23,0.05,5,0.27,15,12,0.1,20464,36647,364158,0.54,0.25,0.27,0,1,3146,Silver,0.58,0.85,0.63,0.52,0.57,0.81,0.19,0.15,0.37,0.39,"Teacher from Bangalore, loves Gaming. Frequent Android user.",Zara,0.42,Best Home Decor products
USR_2236,22,Female,Kolkata,Tier 1,Software Engineer,MacOS,Low,Single,0,Regional,36,26,20,147.11,0.65,9,57,0.86,0.37,0.66,7,0.31,30,8,0.26,4823,13869,125373,0.68,0.65,0.06,1,0,789,Gold,0.38,0.48,0.33,0.88,0.12,0.91,0.4,0.51,0.07,0.39,"Software Engineer from Kolkata, loves Beauty. Frequent MacOS user.",Zara,0.8,Best Home Decor products
USR_2237,64,Non-Binary,Bangalore,Tier 2,Entrepreneur,MacOS,Medium,Single,1,Hindi,452,0,2,208.61,0.12,9,70,0.53,0.1,0.34,13,0.43,30,14,0.98,20957,31435,127458,0.56,0.3,0.14,1,1,334,Gold,0.48,0.69,0.35,0.42,0.62,0.98,0.71,0.7,0.08,0.62,"Entrepreneur from Bangalore, loves Beauty. Frequent MacOS user.",Nike,0.84,Best Tech products
USR_2238,49,Non-Binary,Pune,Tier 2,Software Engineer,Android,Medium,Single,1,English,219,10,15,153.23,0.45,23,77,0.3,0.84,0.49,14,0.35,9,14,0.76,6849,39002,157522,0.5,0.67,0.22,1,0,2517,Free,0.62,0.05,0.09,0.28,0.58,0.86,0.83,0.4,0.65,0.41,"Software Engineer from Pune, loves Home Decor. Frequent Android user.",Samsung,0.01,Best Books products
USR_2239,55,Non-Binary,Kolkata,Tier 2,Software Engineer,iOS,Ultra-High,Single,1,Regional,231,65,8,167.92,0.49,25,17,0.44,0.39,0.55,2,0.05,2,12,0.47,15091,40214,311010,0.49,0.71,0.14,0,0,4711,Free,0.69,0.02,0.69,0.95,0.44,0.89,0.03,0.55,0.9,0.76,"Software Engineer from Kolkata, loves Tech. Frequent iOS user.",Apple,0.61,Best Fitness products
USR_2240,36,Non-Binary,Chennai,Tier 3,Teacher,iOS,Low,Single,0,Regional,78,47,5,103.72,0.28,8,90,0.68,0.58,0.58,7,0.35,6,3,1.0,19312,45734,127967,0.69,0.13,0.27,0,1,176,Platinum,0.19,0.26,0.42,0.67,0.73,0.59,0.07,0.58,0.78,0.23,"Teacher from Chennai, loves Fashion. Frequent iOS user.",Apple,0.51,Best Gaming products
USR_2241,28,Non-Binary,Mumbai,Tier 3,Artist,MacOS,Low,Single,1,English,363,66,7,96.17,0.57,5,35,0.15,0.29,0.53,4,0.09,17,11,0.94,14882,48135,276078,0.76,0.35,0.1,0,0,4271,Free,0.26,0.89,0.99,0.68,0.95,0.74,0.89,0.06,0.25,0.49,"Artist from Mumbai, loves Beauty. Frequent MacOS user.",Nike,0.06,Best Gaming products
USR_2242,30,Female,Hyderabad,Tier 1,Student,Android,High,Single,0,Regional,364,17,2,43.16,0.3,6,100,0.17,0.51,0.44,1,0.17,11,7,0.92,245,24491,141234,0.43,0.85,0.22,1,0,2208,Free,0.62,0.18,0.24,0.38,0.47,0.19,0.32,0.2,0.72,0.39,"Student from Hyderabad, loves Home Decor. Frequent Android user.",Zara,0.41,Best Gaming products
USR_2243,55,Male,Mumbai,Tier 1,Artist,Android,High,Single,0,Hindi,425,82,6,263.87,0.8,1,23,0.53,0.44,0.78,3,0.15,27,13,0.86,17790,33472,4921,0.27,0.71,0.13,1,1,4585,Free,0.48,0.02,0.49,0.51,0.46,0.33,0.17,0.35,0.62,0.95,"Artist from Mumbai, loves Fashion. Frequent Android user.",Apple,0.07,Best Beauty products
USR_2244,41,Non-Binary,Chennai,Tier 2,Student,MacOS,Low,Married,0,English,350,75,6,9.45,0.56,7,35,0.43,0.13,0.9,1,0.46,22,17,0.28,22311,39782,76739,0.32,0.94,0.13,0,0,4663,Silver,0.38,0.97,0.04,0.92,0.54,0.83,0.07,0.59,0.13,0.26,"Student from Chennai, loves Fashion. Frequent MacOS user.",LG,0.7,Best Home Decor products
USR_2245,48,Male,Delhi,Tier 3,Entrepreneur,Windows,Medium,Married,0,English,178,87,17,82.63,0.17,0,37,0.11,0.99,0.07,10,0.12,9,1,0.27,5618,6114,495140,0.49,0.12,0.19,0,1,4599,Free,0.54,0.71,0.56,0.59,0.68,0.37,0.13,0.83,0.04,0.7,"Entrepreneur from Delhi, loves Fashion. Frequent Windows user.",Nike,0.86,Best Fitness products
USR_2246,32,Non-Binary,Delhi,Tier 1,Entrepreneur,Android,Low,Married,0,Hindi,271,79,16,175.52,0.33,16,27,0.16,0.77,0.86,7,0.34,18,11,0.92,14358,30376,442596,0.86,0.65,0.0,0,1,606,Gold,0.53,0.61,0.17,0.51,0.14,0.32,0.88,0.03,0.26,0.98,"Entrepreneur from Delhi, loves Fitness. Frequent Android user.",LG,0.26,Best Fitness products
USR_2247,38,Non-Binary,Delhi,Tier 3,Entrepreneur,Android,High,Married,1,Hindi,366,6,17,217.46,0.5,12,34,0.74,0.13,0.0,4,0.26,1,4,0.96,5395,40819,220531,0.21,0.99,0.09,1,0,3512,Silver,0.2,0.19,0.49,0.31,0.21,0.17,0.3,0.48,0.58,0.79,"Entrepreneur from Delhi, loves Gaming. Frequent Android user.",Nike,0.05,Best Books products
USR_2248,19,Female,Pune,Tier 3,Software Engineer,Windows,Ultra-High,Married,1,Hindi,279,3,7,226.52,0.32,23,72,0.28,0.03,0.48,5,0.14,13,15,0.04,20603,24853,188797,0.62,0.05,0.06,0,1,458,Platinum,0.54,0.3,0.89,0.51,0.49,0.87,0.92,0.73,0.19,0.95,"Software Engineer from Pune, loves Fitness. Frequent Windows user.",Zara,0.21,Best Books products
USR_2249,60,Female,Kolkata,Tier 1,Entrepreneur,Android,Ultra-High,Married,0,English,282,97,11,72.21,0.44,2,11,0.36,0.64,0.09,4,0.31,17,7,0.13,1127,39390,364167,0.11,0.06,0.27,1,1,2801,Gold,0.34,0.1,0.84,0.61,0.7,0.43,0.3,0.75,0.75,0.25,"Entrepreneur from Kolkata, loves Fashion. Frequent Android user.",Apple,0.17,Best Fashion products
USR_2250,35,Non-Binary,Chennai,Tier 1,Entrepreneur,MacOS,Medium,Single,1,Regional,476,2,12,180.5,0.71,3,70,0.7,0.52,0.3,6,0.24,4,11,0.93,11541,12105,116733,0.53,0.74,0.08,0,0,1388,Gold,0.8,0.06,0.92,0.17,0.08,0.49,0.62,0.47,0.9,0.57,"Entrepreneur from Chennai, loves Fitness. Frequent MacOS user.",Apple,0.68,Best Gaming products
